,名称,地址,类型,级别,物业费,空调类型,客梯数,货梯数,车位月租金,地上车位数,网络通讯,地下车位数,物业公司,楼内配套,入驻企业,安防系统,楼层数,竣工时间,总面积,标准层面积,标准层高,地下车位数2,净高,开发商,大堂层高,是否涉外,可注册,开间面积,外墙,租金
2919,李子园大厦,普陀-李子园-交通路4703弄,写字楼,甲级,12,分体空调,3,1,400,50,电信、联通、移动、卫通,100,上海金明房地产物业管理有限公司,食堂、银行、ATM、餐饮、便利店、商务中心、会议室,企业名称：矩腾网络技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：泰柯棕化（张家港）有限公司，所属行业：贸易/消费/制造/营运、企业名称：济丰包装（上海）有限公司，所属行业：贸易/消费/制造/营运、企业名称：中核华兴达丰机械工程有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海元钧环保科技有限公司，所属行业：政府/非赢利机构/其他、企业名称：上海安诚财务公司，所属行业：会计/金融/银行/保险,食堂、银行、ATM、餐饮、便利店、商务中心、会议室,18,2008年3月,75000,770,3,100,2.5,上海金明投资集团有限公司,4,False,True,40m²、63m²、127m²、178m²,玻璃幕墙,3.04
2920,中油大厦,浦东-竹园商贸区-东方路969号,酒店写字楼,甲级,27,,,,,,,,中油集团,,,,32,2000年2月,,,,,,中油集团,,True,True,,,5.58
2921,绿亮虹梅南路科创园,闵行-春申-虹梅路4289号,写字楼,甲级,8,,,,,,,,,,,,10,2016年月,,,,,,上海绿亮科技创业投资有限公司,,True,True,,,1.42
2925,零号湾,闵行-老闵行-剑川路951号,写字楼,甲级,13.7,,,,,,,,,,,,,,,,,,,,,True,True,,,1.83
2926,尚浦领世,杨浦-五角场-杨浦区淞沪路、殷高路、闸殷路,综合写字楼,甲级,5.9,半集中式中央空调,,,,,电信、联通、卫通,,,ATM,,ATM,,2014年6月,900230,,,,,美国铁狮门房地产公司,,False,True,,,5.58
2927,申昂武夷坊,长宁-中山公园-定西路1118号,写字楼,乙级,15,,,,,,,,,,,,,,,,,,,宝钢金属,,True,True,,,4.56
2930,新茂大厦,黄浦-淮海路-太仓路233号,写字楼,甲级,34.7,集中式中央空调,6,2,1660,20,电信、联通、移动、卫通,121,第一太平戴维斯物业管理有限公司,ATM、商务中心,企业名称：麦肯锡，所属行业：广告/媒体、企业名称：香港讯达电梯，所属行业：贸易/消费/制造/营运、企业名称：法国凯德斯贸易，所属行业：贸易/消费/制造/营运、企业名称：德国埃罗赛顾问，所属行业：专业服务/教育/培训、企业名称：上海同安集团，所属行业：能源/原材料,ATM、商务中心,30,2005年12月,32253,1780,4,121,2.7,凯德置地,15,True,True,300m²、450m²,,9.67
2932,禹洲蓝爵,浦东-金桥-金港路333号,商业综合体,甲级,6.8,分体空调,5,1,200,50,电信、联通、移动,330,华侨城物业,ATM、餐饮、便利店,,ATM、餐饮、便利店,26,2012年12月,50244,920,5.5,330,5,禹洲地产,5.5,False,True,38m²、41m²、55m²、64m²、77m²、80m²、96m²,花岗石,1.88
2934,天杉•易园,长宁-延安西路-天山路1900号,创意园区,甲级,25,分体空调,2,1,,,电信,,上海绿安物业,食堂、便利店,,食堂、便利店,9,2012年11月,10000,2000,3,,2.6,上海德必文化创业产业发展（集团）有限公司,5,False,True,200、300、400m²,涂料,4.97
2936,久事复兴大厦,黄浦-淮海路-淮海中路918号,商业综合体,甲级,25,集中式中央空调,4,1,150,25,电信、联通、移动、卫通,75,上海九海实业有限公司,银行、ATM、餐饮、商务中心,企业名称：淮海中路派出所，所属行业：政府/非赢利机构/其他、企业名称：亚速旺（上海）商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：盐城国际妇女时装有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：德国吉玛有限公司，所属行业：贸易/消费/制造/营运、企业名称：铁肯姆国际货运代理，所属行业：物流/运输,银行、ATM、餐饮、商务中心,25,1996年6月,57000,1116,3.8,75,2.5,上海九海实业公司,7,True,True,60m²、80m²、195m²、250m²、270m²,玻璃幕墙,6.59
2938,凯龙金领大厦,浦东-金桥-新金桥路1888号,写字楼,甲级,15,,,,,,,,,,,,,,,,,,,,,True,True,,,3.04
2941,上海集电港,浦东-张江-龙东大道3000号,写字楼,乙级,5.3,分体空调,3,1,1000,20,电信、联通、长城、铁通、移动,100,,银行、ATM、餐饮、便利店,企业名称：肯德基(武昌路店)，所属行业：贸易/消费/制造/营运,银行、ATM、餐饮、便利店,12,2004年7月,30000,2400,4,100,2.6,上海张江集成电路产业区开发有限公司,5,True,True,100m²,玻璃幕墙,3.24
2942,绿地北外滩中心,虹口-北外滩-东大名路988号,写字楼,甲级,17,,,,,,,,南都物业,,,,20,,,,,,,,,True,True,,,5.27
2943,智慧园,闵行-莘庄-莘松路380号,写字楼,乙级,8,半集中式中央空调,2,1,300,50,电信、联通、长城、铁通、移动、卫通,300,上海莘城物业管理公司,银行、ATM、餐饮,企业名称：上海贺禧动漫有限公司，所属行业：计算机/互联网/通信/电子、企业名称：9F上海申莘建设造价咨询有限公司，所属行业：专业服务/教育/培训、企业名称：上海闵曼君律师事务所，所属行业：专业服务/教育/培训、企业名称：上海兴霸通信技术有限公司，所属行业：计算机/互联网/通信/电子,银行、ATM、餐饮,12,2009年12月,50000,2000,4,300,3,漕河泾物业,4,False,True,200m²,面砖,3.04
2947,快易名商徐汇中心,徐汇-万体馆-零陵路599号,写字楼,甲级,30,,,,,,,,快易名商,,,,30,2016年08月,,,,,,快易名商,,True,True,,,5
2949,悦达889中心,静安-曹家渡-长寿路1111号,写字楼,甲级,30,集中式中央空调,10,2,1000,100,电信,500,上海万悦物业管理有限公司,餐饮,企业名称：电脑周边设备供应商“罗技，所属行业：计算机/互联网/通信/电子、企业名称：MSN旗下MSN商城，所属行业：计算机/互联网/通信/电子、企业名称：盈石企业管理（上海）有限公司，所属行业：会计/金融/银行/保险、企业名称：雷杰斯商务中心，所属行业：房地产/建筑、企业名称：荷兰鹿特丹商务代表处，所属行业：政府/非赢利机构/其他,餐饮,32,2009年4月,102475,2042,3,500,2.7,上海悦达房地产发展有限公司,10,True,True,100m²、200m²、350m²,玻璃幕墙,7.1
2950,乐都大厦,松江-松江新城-乐都路251号,商业综合体,甲级,6,分体空调,6,2,100,100,电信,200,上海明方置业有限公司,银行、ATM、餐饮、便利店、商务中心,企业名称：上海伊对伊计算机科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海默索实业有限公司，所属行业：贸易/消费/制造/营运、企业名称：南通神雨绿色药业有限公司(上海分公司)，所属行业：贸易/消费/制造/营运、企业名称：上海祥运箱包有限公司，所属行业：贸易/消费/制造/营运,银行、ATM、餐饮、便利店、商务中心,20,2009年1月,31741,1000,4.2,200,3.9,上海兴天实业有限公司,6,True,True,200m²,大理石,1.93
2952,万嘉大厦,浦东-外高桥-东靖路1881号,写字楼,甲级,8,,,,,,,,安荣物业管理有限公司,,,,8,2000年03月,,,,,,安荣物业管理有限公司,,True,True,,,3.24
2956,优联创意公社,静安-静安寺-静安区武定路1019号,写字楼,甲级,,,,,,,,,,,,,,,,,,,,,,True,True,,,5.58
2957,胜富仁大厦,闵行-南方商城-沪闵路7688号,写字楼,甲级,17,,,,,,,,上海中龙物业管理有限公司,,,,11,2013年1月,15282,1190,3.9,,,上海福龙公寓有限公司,5,True,True,90m²、450m²,,4.06
2958,中鑫企业广场,普陀-长寿路-武威路88弄,商业综合体,甲级,5,集中式中央空调,2,2,500,20,电信、联通、长城、铁通、移动、卫通、有线通,300,金桃物业,食堂、银行、ATM、便利店、会议室,企业名称：申鑫企业，所属行业：房地产/建筑、企业名称：上海追日电气有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海鑫谷光电股份公司，所属行业：贸易/消费/制造/营运、企业名称：上海杉鑫制服有限公司，所属行业：贸易/消费/制造/营运、企业名称：追日电气，所属行业：计算机/互联网/通信/电子,食堂、银行、ATM、便利店、会议室,4,2009年6月,67940,660,2.8,300,2.7,上海金业置业有限公司,5,True,True,400m²,大理石,2.84
2959,717工坊,静安-静安寺-淮安路717号,写字楼,甲级,7.5,,,,,,,,,,,,,,,,,,,,,True,True,,,4.07
2962,长航大厦,浦东-八佰伴-张杨路818号,商业综合体,乙级,24,,2,1,400,50,电信、移动,100,上海江海建设开发公司,银行、ATM、餐饮,企业名称：上海迈思拓华鼎管理咨询有限公司，所属行业：专业服务/教育/培训、企业名称：上海钰淳进出口有限公司，所属行业：贸易/消费/制造/营运、企业名称：天意顺足部保健有限公司，所属行业：贸易/消费/制造/营运、企业名称：润华纺织原料有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海韦伯国际英语，所属行业：专业服务/教育/培训,银行、ATM、餐饮,27,2000年12月,30000,700,2.29,100,2.5,上海江海建设开发公司,3.2,False,True,59m²、80m²、125m²、247m²,涂料,5.07
2963,中成智谷,宝山-淞南高境-上海市宝山区长江路258号,写字楼,甲级,15,,,,,,,,中成智谷,,,,,2016年2月,,,,,,中成智谷文化创意有限公司,,True,True,,,1.83
2964,盛泉商务大厦,普陀-曹杨-谈家渡路28号,写字楼,乙级,12,半集中式中央空调,3,1,800,20,电信、长城、移动,100,上海盛泉实业有限公司,银行、ATM、餐饮、便利店,企业名称：上海锐程汽车轮胎有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海余江机械加工厂，所属行业：贸易/消费/制造/营运、企业名称：华盛汽车配件经营部，所属行业：贸易/消费/制造/营运、企业名称：上海电娱道信息技术有限公司，所属行业：计算机/互联网/通信/电子、企业名称：中山市治德实业公司上海经营部，所属行业：贸易/消费/制造/营运,银行、ATM、餐饮、便利店,19,2009年3月,25200,850,3.2,100,2.8,上海谈家二八企业管理有限公司,4.5,True,True,80m²、90m²、170m²、200m²、270m²,玻璃幕墙,5.58
2967,同济联合广场,杨浦-鞍山-四平路1388-1398号,写字楼,甲级,15,集中式中央空调,3,1,800,50,电信、联通、移动,600,上海恒济置业发展有限公司,餐饮,企业名称：上海新港汽车销售服务有限公司，所属行业：贸易/消费/制造/营运、企业名称：华为赛门铁克科技有限公司，所属行业：计算机/互联网/通信/电子,餐饮,22,2006年11月,50536,1170,3.6,600,2.8,上海恒济置业发展有限公司,3.9,True,True,82m²、85m²、150m²,面砖,3.85
2969,张江九洲中心,浦东-张江-蔡伦支路85弄95号,综合写字楼,甲级,12,,,,,,,,上海星麦物业有限公司,,,,4,2017年10月,,,,,,上海星麦投资有限公司,,True,True,,,3.55
2971,东航滨江中心,徐汇-龙华-龙兰路277号,写字楼,甲级,32,,,,,,,,世邦魏理仕,,,,21,2017年07月,,,,,,上海东航置业有限公司,,True,True,,,5.07
2972,旺角广场,黄浦-城隍庙-延安东路175号,写字楼,甲级,25,集中式中央空调,6,1,1000,,电信、联通、移动、卫通,130,汇绿绿地管理有限公司,银行、ATM,企业名称：德意志银行，所属行业：会计/金融/银行/保险、企业名称：恒瑞国际物流有限公司，所属行业：物流/运输、企业名称：黄浦地产发展有限公司，所属行业：房地产/建筑、企业名称：怡和立信保险经纪有限责任公司上海分公司，所属行业：会计/金融/银行/保险、企业名称：达威信息技术有限公司，所属行业：计算机/互联网/通信/电子,银行、ATM,23,2006年12月,37200,1300,3.6,130,2.6,上海黄浦地产发展有限公司,6,True,True,,,3.24
2973,古北亚繁国际,闵行-虹桥镇-古北路1881号,写字楼,甲级,16,半集中式中央空调,6,2,800,300,电信、联通、移动,,上海奥菲思房产经营管理有限公司,ATM、餐饮、便利店,企业名称：天津塘沽瓦特斯阀门有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：上海益卓电子材料有限公司，所属行业：计算机/互联网/通信/电子、企业名称：优E商业，所属行业：贸易/消费/制造/营运、企业名称：上海优怡商业有限公司，所属行业：房地产/建筑、企业名称：辰典电气工程有限公司，所属行业：贸易/消费/制造/营运,ATM、餐饮、便利店,15,2009年6月,34000,1880,3.9,,2.6,上海市亚繁集团有限公司,7,False,True,104m²、110m²、113m²、153m²、214m²,花岗石,3.85
2974,世纪大都会,浦东-陆家嘴-东方路与张扬路交叉口,商业综合体,甲级,32,集中式中央空调,7,,,1036,,,上海德一置行物业管理有限公司,,,,39,2014年4月,284000,,,,,"和记黄埔地产,上海百联集团,上海陆家嘴集团",,True,True,,,7.8
2975,绿地北郊广场,宝山-顾村-沪太路5255号,商业综合体,甲级,7,分体空调,2,1,600,470,电信、联通、长城、移动,500,上海永绿物业有限公司,食堂、餐饮、便利店、会议室,,食堂、餐饮、便利店、会议室,3,2012年6月,220000,1000,5.4,500,4.5,上海顾村格林茂置业有限公司,4.5,True,True,43m²、55m²,玻璃幕墙,1.83
2977,上海漕河泾松江高科技,松江-新桥-[松江新桥]莘砖公路518号,写字楼,甲级,9.8,,,,,,,,,,,,15,,,,,,,,,True,True,,,1.52
2979,文新报业大厦,静安-南京西路-威海路755号,写字楼,甲级,45,集中式中央空调,11,1,1000,20,电信,340,文新物业管理有限公司,银行、ATM、餐饮、便利店、商务中心、会议室、会展中心,企业名称：前程无忧，所属行业：广告/媒体、企业名称：东方网，所属行业：广告/媒体、企业名称：上海文新飞艇广告有限公司，所属行业：广告/媒体、企业名称：上海恒瑞网络公司，所属行业：计算机/互联网/通信/电子、企业名称：上海日报社，所属行业：广告/媒体,银行、ATM、餐饮、便利店、商务中心、会议室、会展中心,48,1999年10月,71169,2900,3,340,4,上海文汇新民联合报业集团,5,True,True,100m²,,3.33
